OrderID,Date,CustomerID,Region,ProductName,Category,Quantity,UnitPrice,TotalAmount,OrderStatus,SalesAgent
ORD00269,2025-02-27,CUST1131,South,Yoga Mat,Sports,4,1141,4564,Completed,Lakshmi Rao
ORD00270,2025-08-17,CUST3448,East,T-Shirt,Clothing,7,504,3528,Completed,Rahul Mehta
ORD00271,2025-03-13,CUST3063,North,Dress,Clothing,6,1879,11274,Completed,Neha Gupta
ORD00272,2025-05-02,CUST2236,West,Dumbbells,Sports,7,1950,13650,Completed,Kavita Nair
ORD00273,2025-03-31,CUST3564,South,Cycle Helmet,Sports,1,1714,1714,Returned,Divya Menon
ORD00274,2025-07-15,CUST4218,North,Spice Kit,Food,3,341,1023,Completed,Vijay Kumar
ORD00275,2025-08-31,CUST1987,West,Table,Furniture,8,9029,72232,Completed,Rohan Desai
ORD00276,2025-10-13,CUST3170,West,Snack Box,Food,5,380,1900,Completed,Rohan Desai
ORD00277,2025-07-09,CUST1378,West,Tablet,Electronics,7,19231,134617,Completed,Sneha Patel
ORD00278,2025-04-07,CUST4295,West,Snack Box,Food,6,390,2340,Returned,Sneha Patel
ORD00279,2025-04-08,CUST4940,East,Snack Box,Food,10,430,4300,Completed,Rahul Mehta
ORD00280,2025-10-10,CUST2317,North,Spice Kit,Food,9,371,3339,Completed,Neha Gupta
ORD00281,2025-09-20,CUST4615,South,Organic Pack,Food,8,872,6976,Completed,Lakshmi Rao
ORD00282,2025-07-09,CUST2281,South,Smartwatch,Electronics,4,8682,34728,Completed,Divya Menon
ORD00283,2025-10-27,CUST3372,South,Table,Furniture,4,7859,31436,Completed,Lakshmi Rao
ORD00284,2025-09-13,CUST3255,North,Bookshelf,Furniture,8,6091,48728,Completed,Neha Gupta
ORD00285,2025-03-28,CUST1573,South,Dress,Clothing,1,1855,1855,Cancelled,Lakshmi Rao
ORD00286,2025-12-09,CUST1198,East,Snack Box,Food,4,366,1464,Completed,Rahul Mehta
ORD00287,2025-09-16,CUST2867,North,Smartwatch,Electronics,10,9025,90250,Completed,Amit Sharma
ORD00288,2025-01-04,CUST3179,South,Laptop,Electronics,9,59430,534870,Completed,Suresh Babu
ORD00289,2025-01-09,CUST3057,South,T-Shirt,Clothing,2,515,1030,Completed,Divya Menon
ORD00290,2025-09-27,CUST2033,North,Bookshelf,Furniture,2,5959,11918,Completed,Vijay Kumar
ORD00291,2025-05-05,CUST3855,West,Chair,Furniture,1,4616,4616,Completed,Kavita Nair
ORD00292,2025-09-01,CUST1229,East,T-Shirt,Clothing,8,555,4440,Completed,Priya Shah
ORD00293,2025-10-17,CUST4514,East,Yoga Mat,Sports,4,1143,4572,Cancelled,Ankit Joshi
ORD00294,2025-09-01,CUST2110,East,Tablet,Electronics,9,18735,168615,Completed,Priya Shah
ORD00295,2025-01-09,CUST4938,West,Dumbbells,Sports,7,2264,15848,Completed,Kavita Nair
ORD00296,2025-05-04,CUST3321,South,Running Shoes,Sports,7,4355,30485,Completed,Divya Menon
ORD00297,2025-02-10,CUST3051,North,Laptop,Electronics,7,52691,368837,Completed,Vijay Kumar
ORD00298,2025-11-11,CUST4911,South,Chair,Furniture,5,5479,27395,Completed,Lakshmi Rao
ORD00299,2025-07-02,CUST3265,South,Snack Box,Food,10,426,4260,Completed,Divya Menon
ORD00300,2025-06-01,CUST4268,West,Laptop,Electronics,5,51620,258100,Cancelled,Kavita Nair
ORD00301,2025-03-20,CUST4029,South,Sofa,Furniture,2,23072,46144,Returned,Suresh Babu
ORD00302,2025-07-04,CUST4118,North,Smartphone,Electronics,2,20830,41660,Completed,Vijay Kumar
ORD00303,2025-09-20,CUST2671,East,Laptop,Electronics,6,57120,342720,Completed,Priya Shah
ORD00304,2025-07-17,CUST1050,North,Spice Kit,Food,2,378,756,Completed,Amit Sharma
ORD00305,2025-10-20,CUST3134,West,Snack Box,Food,3,386,1158,Completed,Sneha Patel
ORD00306,2025-02-02,CUST1684,South,Bookshelf,Furniture,5,6126,30630,Completed,Suresh Babu
ORD00307,2025-05-07,CUST3952,South,Jump Rope,Sports,4,304,1216,Completed,Lakshmi Rao
ORD00308,2025-07-22,CUST2360,South,Bookshelf,Furniture,6,6045,36270,Cancelled,Divya Menon
ORD00309,2025-11-01,CUST1557,North,Desk,Furniture,4,9177,36708,Completed,Neha Gupta
ORD00310,2025-06-13,CUST2193,South,Dumbbells,Sports,6,1988,11928,Cancelled,Suresh Babu
ORD00311,2025-07-06,CUST1466,West,Jump Rope,Sports,3,321,963,Completed,Kavita Nair
ORD00312,2025-08-25,CUST4862,West,Beverage Set,Food,2,662,1324,Cancelled,Rohan Desai
ORD00313,2025-12-11,CUST3045,West,Table,Furniture,5,8517,42585,Cancelled,Rohan Desai
ORD00314,2025-02-07,CUST2839,South,Cycle Helmet,Sports,9,1539,13851,Returned,Divya Menon
ORD00315,2025-08-03,CUST3226,East,Desk,Furniture,10,9535,95350,Completed,Rahul Mehta
ORD00316,2025-12-03,CUST3722,North,Dress,Clothing,1,1873,1873,Completed,Vijay Kumar
ORD00317,2025-07-24,CUST4960,North,Organic Pack,Food,1,739,739,Completed,Vijay Kumar
ORD00318,2025-09-23,CUST3285,West,Beverage Set,Food,7,609,4263,Cancelled,Kavita Nair
ORD00319,2025-09-14,CUST1617,North,Headphones,Electronics,2,3408,6816,Returned,Amit Sharma
ORD00320,2025-03-01,CUST4405,West,Sofa,Furniture,6,25345,152070,Completed,Rohan Desai
ORD00321,2025-06-28,CUST2950,East,Spice Kit,Food,6,320,1920,Completed,Ankit Joshi
ORD00322,2025-02-28,CUST1092,North,Smartphone,Electronics,4,22637,90548,Completed,Neha Gupta
ORD00323,2025-10-14,CUST2746,South,Shoes,Clothing,3,2839,8517,Cancelled,Suresh Babu
ORD00324,2025-01-15,CUST4020,West,Fruit Basket,Food,7,498,3486,Cancelled,Sneha Patel
ORD00325,2025-05-23,CUST4081,East,Yoga Mat,Sports,9,1136,10224,Completed,Priya Shah
ORD00326,2025-02-28,CUST2074,South,Running Shoes,Sports,10,3988,39880,Completed,Lakshmi Rao
ORD00327,2025-06-28,CUST2441,South,Dumbbells,Sports,5,2259,11295,Completed,Divya Menon
ORD00328,2025-03-10,CUST2282,East,Jacket,Clothing,2,2364,4728,Completed,Ankit Joshi
ORD00329,2025-07-18,CUST2713,West,Cycle Helmet,Sports,7,1419,9933,Completed,Kavita Nair
ORD00330,2025-11-27,CUST4812,West,Dumbbells,Sports,8,1944,15552,Completed,Rohan Desai
ORD00331,2025-11-14,CUST1219,North,Headphones,Electronics,3,3320,9960,Completed,Vijay Kumar
ORD00332,2025-09-16,CUST3674,South,Spice Kit,Food,7,377,2639,Completed,Lakshmi Rao
ORD00333,2025-02-12,CUST3315,East,Jacket,Clothing,1,2421,2421,Completed,Rahul Mehta
ORD00334,2025-08-23,CUST3316,South,Jump Rope,Sports,2,312,624,Completed,Divya Menon
ORD00335,2025-07-07,CUST3220,East,Fruit Basket,Food,4,573,2292,Completed,Ankit Joshi
ORD00336,2025-05-07,CUST2219,East,Beverage Set,Food,6,669,4014,Completed,Rahul Mehta
ORD00337,2025-05-02,CUST1859,North,Cycle Helmet,Sports,3,1581,4743,Cancelled,Amit Sharma
ORD00338,2025-01-31,CUST3335,North,Running Shoes,Sports,10,4138,41380,Completed,Vijay Kumar
ORD00339,2025-05-30,CUST2185,North,Yoga Mat,Sports,3,1368,4104,Cancelled,Amit Sharma
ORD00340,2025-05-22,CUST4551,West,Jeans,Clothing,3,1293,3879,Cancelled,Kavita Nair
ORD00341,2025-07-21,CUST3004,West,Running Shoes,Sports,7,3975,27825,Completed,Sneha Patel
ORD00342,2025-07-26,CUST3111,North,Bookshelf,Furniture,8,5890,47120,Completed,Vijay Kumar
ORD00343,2025-02-17,CUST3993,South,Chair,Furniture,9,4997,44973,Returned,Lakshmi Rao
ORD00344,2025-09-11,CUST2099,North,Sofa,Furniture,9,26112,235008,Completed,Neha Gupta
ORD00345,2025-06-25,CUST4662,East,Laptop,Electronics,8,49723,397784,Returned,Rahul Mehta
ORD00346,2025-08-14,CUST2869,East,Snack Box,Food,3,448,1344,Completed,Priya Shah
ORD00347,2025-02-17,CUST3681,North,Chair,Furniture,6,5330,31980,Completed,Amit Sharma
ORD00348,2025-07-22,CUST3562,North,Shoes,Clothing,2,3227,6454,Completed,Neha Gupta
ORD00349,2025-02-09,CUST1543,West,Cycle Helmet,Sports,1,1353,1353,Completed,Sneha Patel
ORD00350,2025-08-05,CUST3842,West,Organic Pack,Food,4,796,3184,Cancelled,Sneha Patel
ORD00351,2025-02-22,CUST2283,North,Table,Furniture,7,8746,61222,Completed,Amit Sharma
ORD00352,2025-11-25,CUST3773,West,Smartwatch,Electronics,10,7216,72160,Cancelled,Rohan Desai
ORD00353,2025-06-29,CUST3959,West,Shoes,Clothing,10,3214,32140,Cancelled,Sneha Patel
ORD00354,2025-02-21,CUST1573,East,Cycle Helmet,Sports,6,1711,10266,Completed,Rahul Mehta
ORD00355,2025-05-07,CUST2134,East,Dress,Clothing,10,1890,18900,Completed,Ankit Joshi
ORD00356,2025-01-14,CUST4472,North,Dress,Clothing,10,1849,18490,Completed,Neha Gupta
ORD00357,2025-11-27,CUST1223,West,Spice Kit,Food,2,336,672,Completed,Sneha Patel
ORD00358,2025-09-28,CUST4640,East,Sofa,Furniture,3,24917,74751,Cancelled,Priya Shah
ORD00359,2025-07-07,CUST3237,West,Organic Pack,Food,1,837,837,Completed,Sneha Patel
ORD00360,2025-01-21,CUST4778,East,Fruit Basket,Food,5,528,2640,Completed,Priya Shah
ORD00361,2025-08-05,CUST3874,South,Smartwatch,Electronics,9,8432,75888,Completed,Suresh Babu
ORD00362,2025-02-10,CUST3094,West,Dress,Clothing,6,1795,10770,Completed,Kavita Nair
ORD00363,2025-12-15,CUST3634,East,Bookshelf,Furniture,4,5486,21944,Completed,Priya Shah
ORD00364,2025-03-01,CUST2857,East,Table,Furniture,2,7225,14450,Completed,Rahul Mehta
ORD00365,2025-03-25,CUST3033,North,Jump Rope,Sports,5,282,1410,Completed,Neha Gupta
ORD00366,2025-03-02,CUST4159,East,Bookshelf,Furniture,5,6185,30925,Completed,Ankit Joshi
ORD00367,2025-11-18,CUST1315,South,Fruit Basket,Food,6,456,2736,Returned,Lakshmi Rao
ORD00368,2025-07-08,CUST1644,North,Smartwatch,Electronics,2,7656,15312,Completed,Amit Sharma
ORD00369,2025-01-07,CUST2001,East,Beverage Set,Food,7,678,4746,Completed,Rahul Mehta
ORD00370,2025-10-11,CUST4289,South,Jacket,Clothing,4,2510,10040,Cancelled,Suresh Babu
ORD00371,2025-02-09,CUST3341,North,Smartwatch,Electronics,1,7558,7558,Cancelled,Amit Sharma
ORD00372,2025-07-25,CUST1282,South,Sofa,Furniture,6,23039,138234,Completed,Suresh Babu
ORD00373,2025-04-13,CUST2194,North,Dumbbells,Sports,8,1984,15872,Returned,Amit Sharma
ORD00374,2025-10-07,CUST4114,West,T-Shirt,Clothing,7,452,3164,Completed,Kavita Nair
ORD00375,2025-12-22,CUST4593,East,Chair,Furniture,7,5561,38927,Cancelled,Rahul Mehta
ORD00376,2025-04-16,CUST3170,West,Spice Kit,Food,1,400,400,Completed,Rohan Desai
ORD00377,2025-02-17,CUST1179,West,Cycle Helmet,Sports,6,1521,9126,Cancelled,Kavita Nair
ORD00378,2025-02-18,CUST3070,West,Organic Pack,Food,10,833,8330,Completed,Sneha Patel
ORD00379,2025-05-02,CUST2194,North,Bookshelf,Furniture,6,5877,35262,Completed,Amit Sharma
ORD00380,2025-04-14,CUST1557,East,T-Shirt,Clothing,3,506,1518,Completed,Rahul Mehta
ORD00381,2025-10-02,CUST2467,West,Beverage Set,Food,8,579,4632,Completed,Sneha Patel
ORD00382,2025-12-18,CUST2246,East,Jacket,Clothing,3,2307,6921,Completed,Priya Shah
ORD00383,2025-07-22,CUST3103,East,Sofa,Furniture,3,22694,68082,Completed,Priya Shah
ORD00384,2025-10-12,CUST4064,West,Headphones,Electronics,2,3853,7706,Completed,Sneha Patel
ORD00385,2025-02-01,CUST4401,West,Jeans,Clothing,7,1191,8337,Completed,Kavita Nair
ORD00386,2025-02-13,CUST3385,North,Laptop,Electronics,2,52219,104438,Completed,Amit Sharma
ORD00387,2025-02-17,CUST4707,North,Laptop,Electronics,8,50196,401568,Returned,Neha Gupta
ORD00388,2025-07-22,CUST3032,East,Spice Kit,Food,3,345,1035,Returned,Priya Shah
ORD00389,2025-05-24,CUST2826,West,Smartwatch,Electronics,10,8433,84330,Completed,Rohan Desai
ORD00390,2025-07-30,CUST4615,South,Laptop,Electronics,5,54766,273830,Completed,Divya Menon
ORD00391,2025-09-27,CUST2020,East,Beverage Set,Food,8,621,4968,Completed,Ankit Joshi
ORD00392,2025-09-15,CUST2317,South,Table,Furniture,1,7837,7837,Completed,Suresh Babu
ORD00393,2025-01-30,CUST4312,South,Running Shoes,Sports,10,4599,45990,Returned,Lakshmi Rao
ORD00394,2025-05-07,CUST3690,West,Desk,Furniture,1,9819,9819,Returned,Kavita Nair
ORD00395,2025-07-18,CUST2453,West,Jeans,Clothing,10,1175,11750,Cancelled,Rohan Desai
ORD00396,2025-10-30,CUST1115,North,Jump Rope,Sports,3,312,936,Completed,Neha Gupta
ORD00397,2025-10-05,CUST2265,West,Organic Pack,Food,2,731,1462,Completed,Sneha Patel
ORD00398,2025-09-27,CUST2957,East,Desk,Furniture,4,9914,39656,Completed,Rahul Mehta
ORD00399,2025-06-15,CUST1243,East,Dress,Clothing,3,1968,5904,Cancelled,Priya Shah
ORD00400,2025-02-07,CUST2530,South,Yoga Mat,Sports,6,1170,7020,Completed,Lakshmi Rao
ORD00401,2025-08-12,CUST4243,South,Table,Furniture,9,8587,77283,Returned,Suresh Babu
ORD00402,2025-04-25,CUST3726,West,Beverage Set,Food,5,559,2795,Cancelled,Kavita Nair
ORD00403,2025-10-21,CUST2603,East,Dress,Clothing,6,2034,12204,Returned,Rahul Mehta
ORD00404,2025-11-24,CUST3316,East,Snack Box,Food,6,434,2604,Completed,Priya Shah
ORD00405,2025-03-27,CUST3605,East,Bookshelf,Furniture,1,5797,5797,Completed,Rahul Mehta
ORD00406,2025-06-29,CUST2051,East,Laptop,Electronics,7,55525,388675,Completed,Rahul Mehta
ORD00407,2025-07-31,CUST3019,South,Desk,Furniture,7,8328,58296,Completed,Divya Menon
ORD00408,2025-11-30,CUST4105,West,Shoes,Clothing,2,3299,6598,Completed,Sneha Patel
ORD00409,2025-06-13,CUST2069,East,Tablet,Electronics,3,20195,60585,Completed,Rahul Mehta
ORD00410,2025-10-08,CUST4857,East,Desk,Furniture,10,10109,101090,Completed,Priya Shah
ORD00411,2025-12-01,CUST1675,South,T-Shirt,Clothing,2,491,982,Returned,Suresh Babu
ORD00412,2025-12-23,CUST3269,North,Sofa,Furniture,4,23099,92396,Completed,Vijay Kumar
ORD00413,2025-09-09,CUST1629,East,Chair,Furniture,7,4609,32263,Cancelled,Ankit Joshi
ORD00414,2025-11-04,CUST2967,West,Laptop,Electronics,4,51848,207392,Completed,Sneha Patel
ORD00415,2025-08-31,CUST4456,East,Bookshelf,Furniture,8,6133,49064,Completed,Rahul Mehta
ORD00416,2025-11-25,CUST3228,South,Jacket,Clothing,7,2480,17360,Completed,Suresh Babu
ORD00417,2025-08-14,CUST2904,North,Jacket,Clothing,10,2288,22880,Completed,Vijay Kumar
ORD00418,2025-02-19,CUST1351,North,Cycle Helmet,Sports,10,1435,14350,Completed,Neha Gupta
ORD00419,2025-09-25,CUST2714,South,Dumbbells,Sports,8,1949,15592,Completed,Divya Menon
ORD00420,2025-01-18,CUST3056,West,Headphones,Electronics,3,3980,11940,Completed,Sneha Patel
ORD00421,2025-04-09,CUST1516,East,Organic Pack,Food,7,760,5320,Cancelled,Rahul Mehta
ORD00422,2025-11-01,CUST2056,North,Laptop,Electronics,7,57150,400050,Completed,Neha Gupta
ORD00423,2025-09-24,CUST2876,East,Jump Rope,Sports,9,328,2952,Completed,Rahul Mehta
ORD00424,2025-03-17,CUST3320,East,Smartwatch,Electronics,2,8771,17542,Cancelled,Priya Shah
ORD00425,2025-07-30,CUST2081,South,Fruit Basket,Food,10,509,5090,Completed,Suresh Babu
ORD00426,2025-03-15,CUST3532,South,Headphones,Electronics,6,3754,22524,Completed,Suresh Babu
ORD00427,2025-05-18,CUST4674,North,Tablet,Electronics,5,17599,87995,Cancelled,Vijay Kumar
ORD00428,2025-12-17,CUST1402,West,Jacket,Clothing,8,2733,21864,Completed,Kavita Nair
ORD00429,2025-08-02,CUST3477,East,Shoes,Clothing,4,3385,13540,Completed,Priya Shah
ORD00430,2025-09-22,CUST4552,North,Smartwatch,Electronics,3,7331,21993,Completed,Neha Gupta
ORD00431,2025-03-11,CUST4196,East,Jeans,Clothing,4,1331,5324,Completed,Priya Shah
ORD00432,2025-01-26,CUST4760,North,Jacket,Clothing,6,2764,16584,Completed,Vijay Kumar
ORD00433,2025-03-05,CUST3790,East,Jacket,Clothing,8,2621,20968,Completed,Priya Shah
ORD00434,2025-10-28,CUST3258,North,Table,Furniture,5,8697,43485,Completed,Neha Gupta
ORD00435,2025-01-15,CUST2583,East,Dress,Clothing,4,2005,8020,Completed,Ankit Joshi
ORD00436,2025-04-16,CUST2102,South,Yoga Mat,Sports,1,1222,1222,Completed,Lakshmi Rao
ORD00437,2025-11-04,CUST4280,East,Jacket,Clothing,10,2753,27530,Completed,Ankit Joshi
ORD00438,2025-11-26,CUST2127,South,Beverage Set,Food,8,577,4616,Completed,Divya Menon
ORD00439,2025-09-24,CUST4376,South,Yoga Mat,Sports,1,1233,1233,Cancelled,Suresh Babu
ORD00440,2025-10-15,CUST3651,North,Chair,Furniture,8,4579,36632,Returned,Vijay Kumar
ORD00441,2025-06-16,CUST4528,North,Sofa,Furniture,4,23437,93748,Completed,Amit Sharma
ORD00442,2025-11-04,CUST2655,North,T-Shirt,Clothing,8,574,4592,Completed,Neha Gupta
ORD00443,2025-07-27,CUST2590,East,Jump Rope,Sports,4,295,1180,Completed,Ankit Joshi
ORD00444,2025-10-01,CUST3614,South,Desk,Furniture,5,10002,50010,Cancelled,Divya Menon
ORD00445,2025-04-03,CUST2203,East,Snack Box,Food,5,432,2160,Completed,Rahul Mehta
ORD00446,2025-12-15,CUST4684,North,Smartphone,Electronics,6,21028,126168,Cancelled,Neha Gupta
ORD00447,2025-06-19,CUST2522,North,Running Shoes,Sports,8,4451,35608,Completed,Vijay Kumar
ORD00448,2025-10-26,CUST3376,East,Snack Box,Food,9,371,3339,Completed,Ankit Joshi
ORD00449,2025-06-02,CUST2692,East,Jeans,Clothing,4,1182,4728,Returned,Priya Shah
ORD00450,2025-03-15,CUST2295,West,Headphones,Electronics,6,3702,22212,Completed,Kavita Nair
ORD00451,2025-01-30,CUST1019,South,Table,Furniture,3,8352,25056,Completed,Lakshmi Rao
ORD00452,2025-03-08,CUST3516,South,Spice Kit,Food,7,399,2793,Completed,Lakshmi Rao
ORD00453,2025-10-01,CUST1816,North,Tablet,Electronics,9,17057,153513,Completed,Vijay Kumar
ORD00454,2025-05-08,CUST1926,North,Table,Furniture,2,7967,15934,Completed,Amit Sharma
ORD00455,2025-02-03,CUST4374,East,Sofa,Furniture,8,27048,216384,Completed,Priya Shah
ORD00456,2025-08-11,CUST4637,West,Bookshelf,Furniture,6,6525,39150,Completed,Rohan Desai
ORD00457,2025-01-10,CUST1935,West,Jeans,Clothing,1,1256,1256,Completed,Rohan Desai
ORD00458,2025-12-31,CUST3664,East,Beverage Set,Food,9,633,5697,Completed,Rahul Mehta
ORD00459,2025-12-05,CUST1442,East,Laptop,Electronics,7,55609,389263,Completed,Priya Shah
ORD00460,2025-08-31,CUST3874,West,T-Shirt,Clothing,5,502,2510,Completed,Kavita Nair
ORD00461,2025-05-19,CUST3550,West,Organic Pack,Food,9,863,7767,Completed,Sneha Patel
ORD00462,2025-02-24,CUST3038,West,Dumbbells,Sports,5,2215,11075,Returned,Rohan Desai
ORD00463,2025-12-27,CUST2678,North,T-Shirt,Clothing,9,512,4608,Completed,Neha Gupta
ORD00464,2025-06-19,CUST1960,East,Laptop,Electronics,2,60984,121968,Completed,Rahul Mehta
ORD00465,2025-02-16,CUST4192,East,Tablet,Electronics,4,18255,73020,Returned,Priya Shah
ORD00466,2025-08-26,CUST1205,East,T-Shirt,Clothing,5,495,2475,Completed,Priya Shah
ORD00467,2025-03-01,CUST1389,East,Smartphone,Electronics,3,21607,64821,Cancelled,Ankit Joshi
ORD00468,2025-05-18,CUST4598,East,Sofa,Furniture,3,23211,69633,Completed,Priya Shah
ORD00469,2025-05-20,CUST4423,South,Spice Kit,Food,3,324,972,Cancelled,Lakshmi Rao
ORD00470,2025-03-23,CUST1424,South,Cycle Helmet,Sports,10,1604,16040,Completed,Suresh Babu
ORD00471,2025-07-03,CUST3504,East,Shoes,Clothing,8,2784,22272,Completed,Rahul Mehta
ORD00472,2025-02-02,CUST2071,North,Smartwatch,Electronics,10,8647,86470,Completed,Vijay Kumar
ORD00473,2025-06-23,CUST3126,East,Snack Box,Food,8,394,3152,Completed,Priya Shah
ORD00474,2025-03-18,CUST4436,East,Smartphone,Electronics,9,24468,220212,Cancelled,Rahul Mehta
ORD00475,2025-02-08,CUST4077,South,Table,Furniture,6,9140,54840,Completed,Lakshmi Rao
ORD00476,2025-10-09,CUST3635,South,Snack Box,Food,2,405,810,Cancelled,Suresh Babu
ORD00477,2025-02-15,CUST4508,South,Beverage Set,Food,2,687,1374,Cancelled,Lakshmi Rao
ORD00478,2025-02-22,CUST2652,South,Smartwatch,Electronics,9,7200,64800,Completed,Divya Menon
ORD00479,2025-11-13,CUST3611,North,Jump Rope,Sports,4,319,1276,Completed,Neha Gupta
ORD00480,2025-07-06,CUST4380,East,Shoes,Clothing,6,3120,18720,Completed,Priya Shah
ORD00481,2025-12-03,CUST2488,South,Laptop,Electronics,4,49530,198120,Completed,Divya Menon
ORD00482,2025-05-30,CUST3243,North,Laptop,Electronics,3,56270,168810,Cancelled,Vijay Kumar
ORD00483,2025-07-29,CUST1438,North,Dumbbells,Sports,4,1860,7440,Cancelled,Amit Sharma
ORD00484,2025-08-23,CUST4377,West,Chair,Furniture,7,4558,31906,Completed,Kavita Nair
ORD00485,2025-10-29,CUST1504,South,Fruit Basket,Food,9,466,4194,Completed,Divya Menon
ORD00486,2025-01-25,CUST3266,South,Cycle Helmet,Sports,9,1642,14778,Returned,Divya Menon
ORD00487,2025-10-24,CUST1711,West,Headphones,Electronics,10,3680,36800,Completed,Rohan Desai
ORD00488,2025-08-03,CUST3494,West,Bookshelf,Furniture,6,6855,41130,Completed,Sneha Patel
ORD00489,2025-03-12,CUST2690,North,Running Shoes,Sports,9,4232,38088,Completed,Vijay Kumar
ORD00490,2025-05-29,CUST3812,North,Jeans,Clothing,9,1242,11178,Completed,Vijay Kumar
ORD00491,2025-03-01,CUST4116,North,Cycle Helmet,Sports,10,1563,15630,Completed,Neha Gupta
ORD00492,2025-12-12,CUST4063,North,Organic Pack,Food,9,741,6669,Completed,Amit Sharma
ORD00493,2025-12-10,CUST1231,West,Table,Furniture,5,8566,42830,Completed,Sneha Patel
ORD00494,2025-12-20,CUST4212,North,Dress,Clothing,1,1781,1781,Completed,Vijay Kumar
ORD00495,2025-12-12,CUST4028,West,Cycle Helmet,Sports,4,1541,6164,Cancelled,Kavita Nair
ORD00496,2025-05-28,CUST3838,East,Spice Kit,Food,7,398,2786,Returned,Priya Shah
ORD00497,2025-10-10,CUST1220,East,Table,Furniture,10,8937,89370,Cancelled,Priya Shah
ORD00498,2025-04-26,CUST4733,North,Jump Rope,Sports,10,284,2840,Completed,Amit Sharma
ORD00499,2025-05-31,CUST2838,West,Smartphone,Electronics,3,23842,71526,Completed,Sneha Patel
ORD00500,2025-08-08,CUST2143,North,Jeans,Clothing,10,1333,13330,Completed,Neha Gupta
ORD00501,2025-12-30,CUST4839,West,Smartphone,Electronics,6,23082,138492,Cancelled,Kavita Nair
ORD00502,2025-11-12,CUST4453,North,Fruit Basket,Food,9,494,4446,Cancelled,Neha Gupta
ORD00503,2025-09-27,CUST1900,West,Yoga Mat,Sports,9,1127,10143,Completed,Rohan Desai
ORD00504,2025-02-17,CUST2431,West,Jacket,Clothing,6,2475,14850,Completed,Kavita Nair
ORD00505,2025-09-29,CUST2945,East,Tablet,Electronics,8,17281,138248,Completed,Ankit Joshi
ORD00506,2025-05-05,CUST4927,East,Bookshelf,Furniture,2,5978,11956,Completed,Priya Shah
ORD00507,2025-01-13,CUST4732,North,Jump Rope,Sports,8,306,2448,Completed,Vijay Kumar
ORD00508,2025-04-09,CUST2312,East,Smartphone,Electronics,9,22732,204588,Completed,Rahul Mehta
ORD00509,2025-12-10,CUST3578,West,Organic Pack,Food,4,827,3308,Cancelled,Kavita Nair
ORD00510,2025-08-11,CUST3648,East,T-Shirt,Clothing,8,539,4312,Completed,Rahul Mehta
ORD00511,2025-01-28,CUST1729,North,Yoga Mat,Sports,10,1326,13260,Cancelled,Neha Gupta
ORD00512,2025-07-18,CUST2847,South,Beverage Set,Food,1,598,598,Completed,Lakshmi Rao
ORD00513,2025-11-25,CUST3950,East,Yoga Mat,Sports,2,1187,2374,Completed,Priya Shah
ORD00514,2025-12-18,CUST2234,East,Bookshelf,Furniture,7,5992,41944,Completed,Priya Shah
ORD00515,2025-03-22,CUST3185,West,Shoes,Clothing,9,2921,26289,Completed,Rohan Desai
ORD00516,2025-12-13,CUST4633,North,Smartwatch,Electronics,9,7482,67338,Completed,Vijay Kumar
ORD00517,2025-11-02,CUST2614,East,Table,Furniture,6,7623,45738,Returned,Ankit Joshi
ORD00518,2025-03-14,CUST1659,West,Dress,Clothing,5,1707,8535,Completed,Kavita Nair
ORD00519,2025-01-28,CUST4487,South,Yoga Mat,Sports,5,1281,6405,Completed,Lakshmi Rao
ORD00520,2025-10-25,CUST2995,North,Table,Furniture,4,7400,29600,Completed,Amit Sharma
ORD00521,2025-06-12,CUST2990,South,Desk,Furniture,5,9660,48300,Completed,Divya Menon
ORD00522,2025-07-06,CUST4308,North,Snack Box,Food,1,391,391,Cancelled,Vijay Kumar
ORD00523,2025-11-25,CUST2786,North,Table,Furniture,6,8955,53730,Completed,Neha Gupta
ORD00524,2025-06-06,CUST2994,East,Dress,Clothing,2,1998,3996,Cancelled,Rahul Mehta
ORD00525,2025-10-03,CUST1804,North,Laptop,Electronics,1,61181,61181,Completed,Vijay Kumar
ORD00526,2025-10-24,CUST2659,West,Smartwatch,Electronics,5,8286,41430,Returned,Rohan Desai
ORD00527,2025-12-01,CUST4175,West,Bookshelf,Furniture,4,6737,26948,Completed,Rohan Desai
ORD00528,2025-03-10,CUST2903,East,Beverage Set,Food,9,541,4869,Completed,Ankit Joshi
ORD00529,2025-12-17,CUST1679,West,Snack Box,Food,3,416,1248,Completed,Sneha Patel
ORD00530,2025-09-05,CUST4846,North,Smartphone,Electronics,8,21074,168592,Completed,Amit Sharma
ORD00531,2025-01-22,CUST3738,West,Running Shoes,Sports,7,4069,28483,Completed,Sneha Patel
ORD00532,2025-01-21,CUST3656,North,Smartwatch,Electronics,5,8869,44345,Completed,Vijay Kumar
ORD00533,2025-10-19,CUST1712,South,Beverage Set,Food,10,638,6380,Cancelled,Divya Menon
ORD00534,2025-05-09,CUST2541,West,Cycle Helmet,Sports,6,1656,9936,Completed,Rohan Desai
ORD00535,2025-11-06,CUST1027,West,Snack Box,Food,4,367,1468,Completed,Sneha Patel
ORD00536,2025-03-18,CUST1765,West,Desk,Furniture,2,9587,19174,Completed,Rohan Desai
ORD00537,2025-02-28,CUST2972,South,Snack Box,Food,10,376,3760,Cancelled,Lakshmi Rao
ORD00538,2025-05-05,CUST1176,West,Jump Rope,Sports,3,280,840,Completed,Kavita Nair
